stepcount,actiontime,target_temp,current_temp,Pval,Ival,Dval,outcome
1841,11-25-28,60,62.75,-2.75,0,0.0,0
1842,11-25-31,60,62.75,-2.75,0,0.0,0
1843,11-25-33,60,62.687,-2.6869999999999976,0,-0.06300000000000239,0
1844,11-25-36,60,62.687,-2.6869999999999976,0,0.0,0
1845,11-25-39,60,62.687,-2.6869999999999976,0,0.0,0
1846,11-25-41,60,62.687,-2.6869999999999976,0,0.0,0
1847,11-25-44,60,62.687,-2.6869999999999976,0,0.0,0
1848,11-25-47,60,62.687,-2.6869999999999976,0,0.0,0
1849,11-25-50,60,62.625,-2.625,0,-0.06199999999999761,0
1850,11-25-52,60,62.625,-2.625,0,0.0,0
1851,11-25-55,60,62.562,-2.5619999999999976,0,-0.06300000000000239,0.08
1852,11-25-59,60,62.5,-2.5,0,-0.06199999999999761,0.1
1853,11-26-03,60,62.5,-2.5,0,0.0,0
1854,11-26-05,60,62.5,-2.5,0,0.0,0
1855,11-26-08,60,62.5,-2.5,0,0.0,0
1856,11-26-11,60,62.5,-2.5,0,0.0,0
1857,11-26-14,60,62.437,-2.4369999999999976,0,-0.06300000000000239,0.23
1858,11-26-17,60,62.437,-2.4369999999999976,0,0.0,0
1859,11-26-20,60,62.437,-2.4369999999999976,0,0.0,0
1860,11-26-23,60,62.437,-2.4369999999999976,0,0.0,0
1861,11-26-25,60,62.437,-2.4369999999999976,0,0.0,0
1862,11-26-28,60,62.375,-2.375,0,-0.06199999999999761,0.25
1863,11-26-32,60,62.312,-2.3119999999999976,0,-0.06300000000000239,0.38
1864,11-26-35,60,62.312,-2.3119999999999976,0,0.0,0
1865,11-26-38,60,62.25,-2.25,0,-0.06199999999999761,0.4
1866,11-26-41,60,62.25,-2.25,0,0.0,0
1867,11-26-44,60,62.25,-2.25,0,0.0,0
1868,11-26-47,60,62.25,-2.25,0,0.0,0
1869,11-26-50,60,62.25,-2.25,0,0.0,0
1870,11-26-52,60,62.25,-2.25,0,0.0,0
1871,11-26-55,60,62.187,-2.1869999999999976,0,-0.06300000000000239,0.53
1872,11-26-58,60,62.187,-2.1869999999999976,0,0.0,0
1873,11-27-01,60,62.187,-2.1869999999999976,0,0.0,0
1874,11-27-04,60,62.187,-2.1869999999999976,0,0.0,0
1875,11-27-07,60,62.125,-2.125,0,-0.06199999999999761,0.55
1876,11-27-10,60,62.125,-2.125,0,0.0,0
1877,11-27-13,60,62.062,-2.0619999999999976,0,-0.06300000000000239,0.68
1878,11-27-17,60,62.062,-2.0619999999999976,0,0.0,0
1879,11-27-19,60,62.062,-2.0619999999999976,0,0.0,0
1880,11-27-22,60,62.0,-2.0,0,-0.06199999999999761,0.7
1881,11-27-26,60,62.0,-2.0,0,0.0,0
1882,11-27-28,60,62.0,-2.0,0,0.0,0
1883,11-27-31,60,61.937,-1.9369999999999976,0,-0.06300000000000239,0.83
1884,11-27-34,60,61.937,-1.9369999999999976,0,0.0,0
1885,11-27-37,60,61.937,-1.9369999999999976,0,0.0,0
1886,11-27-40,60,61.937,-1.9369999999999976,0,0.0,0
1887,11-27-42,60,61.937,-1.9369999999999976,0,0.0,0
1888,11-27-45,60,61.875,-1.875,0,-0.06199999999999761,0.85
1889,11-27-49,60,61.937,-1.9369999999999976,0,0.06199999999999761,0
1890,11-27-51,60,61.937,-1.9369999999999976,0,0.0,0
1891,11-27-54,60,61.937,-1.9369999999999976,0,0.0,0
1892,11-27-57,60,61.937,-1.9369999999999976,0,0.0,0
1893,11-28-00,60,61.875,-1.875,0,-0.06199999999999761,0.85
1894,11-28-03,60,61.875,-1.875,0,0.0,0
1895,11-28-06,60,61.812,-1.8119999999999976,0,-0.06300000000000239,0.98
1896,11-28-09,60,61.812,-1.8119999999999976,0,0.0,0
1897,11-28-12,60,61.75,-1.75,0,-0.06199999999999761,1
1898,11-28-15,60,61.75,-1.75,0,0.0,0
1899,11-28-18,60,61.75,-1.75,0,0.0,0
1900,11-28-20,60,61.75,-1.75,0,0.0,0
1901,11-28-23,60,61.75,-1.75,0,0.0,0
1902,11-28-26,60,61.75,-1.75,0,0.0,0
1903,11-28-29,60,61.75,-1.75,0,0.0,0
1904,11-28-31,60,61.687,-1.6869999999999976,0,-0.06300000000000239,1
1905,11-28-34,60,61.687,-1.6869999999999976,0,0.0,0
1906,11-28-37,60,61.687,-1.6869999999999976,0,0.0,0
1907,11-28-40,60,61.625,-1.625,0,-0.06199999999999761,1
1908,11-28-43,60,61.625,-1.625,0,0.0,0
1909,11-28-46,60,61.625,-1.625,0,0.0,0
1910,11-28-49,60,61.625,-1.625,0,0.0,0
1911,11-28-52,60,61.562,-1.5619999999999976,0,-0.06300000000000239,1
1912,11-28-55,60,61.562,-1.5619999999999976,0,0.0,0
1913,11-28-58,60,61.625,-1.625,0,0.06300000000000239,0
1914,11-29-01,60,61.625,-1.625,0,0.0,0
1915,11-29-03,60,61.625,-1.625,0,0.0,0
1916,11-29-06,60,61.625,-1.625,0,0.0,0
1917,11-29-09,60,61.687,-1.6869999999999976,0,0.06199999999999761,0
1918,11-29-12,60,61.687,-1.6869999999999976,0,0.0,0
1919,11-29-14,60,61.812,-1.8119999999999976,0,0.125,0
1920,11-29-17,60,61.812,-1.8119999999999976,0,0.0,0
1921,11-29-20,60,61.875,-1.875,0,0.06300000000000239,0
1922,11-29-22,60,61.875,-1.875,0,0.0,0
1923,11-29-25,60,61.75,-1.75,0,-0.125,1
1924,11-29-28,60,61.625,-1.625,0,-0.125,1
1925,11-29-31,60,61.625,-1.625,0,0.0,0
1926,11-29-34,60,61.562,-1.5619999999999976,0,-0.06300000000000239,1
1927,11-29-37,60,61.562,-1.5619999999999976,0,0.0,0
1928,11-29-40,60,61.562,-1.5619999999999976,0,0.0,0
1929,11-29-43,60,61.562,-1.5619999999999976,0,0.0,0
1930,11-29-46,60,61.562,-1.5619999999999976,0,0.0,0
1931,11-29-48,60,61.625,-1.625,0,0.06300000000000239,0
1932,11-29-51,60,61.625,-1.625,0,0.0,0
1933,11-29-54,60,61.562,-1.5619999999999976,0,-0.06300000000000239,1
1934,11-29-57,60,61.562,-1.5619999999999976,0,0.0,0
1935,11-30-00,60,61.562,-1.5619999999999976,0,0.0,0
1936,11-30-02,60,61.5,-1.5,0,-0.06199999999999761,1
1937,11-30-06,60,61.437,-1.4369999999999976,0,-0.06300000000000239,1
1938,11-30-08,60,61.437,-1.4369999999999976,0,0.0,0
1939,11-30-11,60,61.437,-1.4369999999999976,0,0.0,0
1940,11-30-14,60,61.437,-1.4369999999999976,0,0.0,0
1941,11-30-17,60,61.5,-1.5,0,0.06300000000000239,0
1942,11-30-19,60,61.5,-1.5,0,0.0,0
1943,11-30-22,60,61.562,-1.5619999999999976,0,0.06199999999999761,0
1944,11-30-25,60,61.562,-1.5619999999999976,0,0.0,0
1945,11-30-28,60,61.562,-1.5619999999999976,0,0.0,0
1946,11-30-30,60,61.562,-1.5619999999999976,0,0.0,0
1947,11-30-33,60,61.562,-1.5619999999999976,0,0.0,0
1948,11-30-36,60,61.5,-1.5,0,-0.06199999999999761,1
1949,11-30-39,60,61.437,-1.4369999999999976,0,-0.06300000000000239,1
1950,11-30-42,60,61.437,-1.4369999999999976,0,0.0,0
1951,11-30-45,60,61.375,-1.375,0,-0.06199999999999761,1
1952,11-30-48,60,61.437,-1.4369999999999976,0,0.06199999999999761,0
1953,11-30-51,60,61.437,-1.4369999999999976,0,0.0,0
1954,11-30-54,60,61.5,-1.5,0,0.06300000000000239,0
1955,11-30-56,60,61.5,-1.5,0,0.0,0
1956,11-30-59,60,61.687,-1.6869999999999976,0,0.1869999999999976,0
1957,11-31-02,60,61.75,-1.75,0,0.06300000000000239,0
1958,11-31-04,60,61.687,-1.6869999999999976,0,-0.06300000000000239,1
1959,11-31-07,60,61.625,-1.625,0,-0.06199999999999761,1
1960,11-31-10,60,61.687,-1.6869999999999976,0,0.06199999999999761,0
1961,11-31-13,60,61.562,-1.5619999999999976,0,-0.125,1
1962,11-31-16,60,61.562,-1.5619999999999976,0,0.0,0
1963,11-31-19,60,61.5,-1.5,0,-0.06199999999999761,1
1964,11-31-22,60,61.5,-1.5,0,0.0,0
1965,11-31-25,60,61.5,-1.5,0,0.0,0
1966,11-31-28,60,61.562,-1.5619999999999976,0,0.06199999999999761,0
1967,11-31-31,60,61.5,-1.5,0,-0.06199999999999761,1
1968,11-31-34,60,61.437,-1.4369999999999976,0,-0.06300000000000239,1
1969,11-31-37,60,61.437,-1.4369999999999976,0,0.0,0
1970,11-31-40,60,61.5,-1.5,0,0.06300000000000239,0
1971,11-31-42,60,61.437,-1.4369999999999976,0,-0.06300000000000239,1
1972,11-31-46,60,61.562,-1.5619999999999976,0,0.125,0
1973,11-31-49,60,61.562,-1.5619999999999976,0,0.0,0
1974,11-31-51,60,61.687,-1.6869999999999976,0,0.125,0
1975,11-31-54,60,61.687,-1.6869999999999976,0,0.0,0
1976,11-31-57,60,61.625,-1.625,0,-0.06199999999999761,1
1977,11-32-00,60,61.625,-1.625,0,0.0,0
1978,11-32-03,60,61.625,-1.625,0,0.0,0
1979,11-32-06,60,61.625,-1.625,0,0.0,0
1980,11-32-08,60,61.75,-1.75,0,0.125,0
1981,11-32-11,60,61.75,-1.75,0,0.0,0
1982,11-32-14,60,61.75,-1.75,0,0.0,0
1983,11-32-17,60,61.812,-1.8119999999999976,0,0.06199999999999761,0
1984,11-32-19,60,61.875,-1.875,0,0.06300000000000239,0
1985,11-32-22,60,61.875,-1.875,0,0.0,0
1986,11-32-25,60,61.937,-1.9369999999999976,0,0.06199999999999761,0
1987,11-32-28,60,61.937,-1.9369999999999976,0,0.0,0
1988,11-32-30,60,62.062,-2.0619999999999976,0,0.125,0
1989,11-32-33,60,62.125,-2.125,0,0.06300000000000239,0
1990,11-32-36,60,62.0,-2.0,0,-0.125,1
1991,11-32-39,60,61.937,-1.9369999999999976,0,-0.06300000000000239,0.83
1992,11-32-42,60,61.875,-1.875,0,-0.06199999999999761,0.85
1993,11-32-45,60,61.812,-1.8119999999999976,0,-0.06300000000000239,0.98
1994,11-32-48,60,61.812,-1.8119999999999976,0,0.0,0
1995,11-32-51,60,61.812,-1.8119999999999976,0,0.0,0
1996,11-32-54,60,61.812,-1.8119999999999976,0,0.0,0
1997,11-32-57,60,61.75,-1.75,0,-0.06199999999999761,1
1998,11-33-00,60,61.75,-1.75,0,0.0,0
1999,11-33-03,60,61.812,-1.8119999999999976,0,0.06199999999999761,0
2000,11-33-05,60,61.812,-1.8119999999999976,0,0.0,0
2001,11-33-08,60,61.812,-1.8119999999999976,0,0.0,0
2002,11-33-11,60,61.812,-1.8119999999999976,0,0.0,0
2003,11-33-13,60,61.812,-1.8119999999999976,0,0.0,0
2004,11-33-16,60,61.875,-1.875,0,0.06300000000000239,0
2005,11-33-19,60,61.812,-1.8119999999999976,0,-0.06300000000000239,0.98
2006,11-33-22,60,61.812,-1.8119999999999976,0,0.0,0
2007,11-33-25,60,61.812,-1.8119999999999976,0,0.0,0
2008,11-33-28,60,61.812,-1.8119999999999976,0,0.0,0
2009,11-33-30,60,61.75,-1.75,0,-0.06199999999999761,1
2010,11-33-33,60,61.75,-1.75,0,0.0,0
2011,11-33-37,60,61.812,-1.8119999999999976,0,0.06199999999999761,0
2012,11-33-39,60,61.812,-1.8119999999999976,0,0.0,0
2013,11-33-42,60,61.812,-1.8119999999999976,0,0.0,0
2014,11-33-45,60,61.75,-1.75,0,-0.06199999999999761,1
2015,11-33-48,60,61.812,-1.8119999999999976,0,0.06199999999999761,0
2016,11-33-51,60,61.812,-1.8119999999999976,0,0.0,0
2017,11-33-54,60,61.812,-1.8119999999999976,0,0.0,0
2018,11-33-56,60,61.75,-1.75,0,-0.06199999999999761,1
2019,11-34-00,60,61.75,-1.75,0,0.0,0
2020,11-34-03,60,61.75,-1.75,0,0.0,0
2021,11-34-05,60,61.75,-1.75,0,0.0,0
2022,11-34-08,60,61.75,-1.75,0,0.0,0
2023,11-34-11,60,61.875,-1.875,0,0.125,0
2024,11-34-14,60,61.875,-1.875,0,0.0,0
2025,11-34-16,60,61.875,-1.875,0,0.0,0
2026,11-34-19,60,61.875,-1.875,0,0.0,0
2027,11-34-22,60,61.812,-1.8119999999999976,0,-0.06300000000000239,0.98
2028,11-34-25,60,61.812,-1.8119999999999976,0,0.0,0
2029,11-34-28,60,61.812,-1.8119999999999976,0,0.0,0
2030,11-34-30,60,61.812,-1.8119999999999976,0,0.0,0
2031,11-34-33,60,61.75,-1.75,0,-0.06199999999999761,1
2032,11-34-36,60,61.75,-1.75,0,0.0,0
2033,11-34-39,60,61.687,-1.6869999999999976,0,-0.06300000000000239,1
2034,11-34-42,60,61.687,-1.6869999999999976,0,0.0,0
2035,11-34-45,60,61.75,-1.75,0,0.06300000000000239,0
2036,11-34-48,60,61.812,-1.8119999999999976,0,0.06199999999999761,0
2037,11-34-51,60,61.812,-1.8119999999999976,0,0.0,0
2038,11-34-54,60,61.812,-1.8119999999999976,0,0.0,0
2039,11-34-56,60,61.812,-1.8119999999999976,0,0.0,0
2040,11-34-59,60,61.75,-1.75,0,-0.06199999999999761,1
2041,11-35-02,60,61.75,-1.75,0,0.0,0
2042,11-35-05,60,61.75,-1.75,0,0.0,0
2043,11-35-08,60,61.75,-1.75,0,0.0,0
2044,11-35-11,60,61.75,-1.75,0,0.0,0
2045,11-35-13,60,61.812,-1.8119999999999976,0,0.06199999999999761,0
2046,11-35-16,60,61.75,-1.75,0,-0.06199999999999761,1
2047,11-35-19,60,61.75,-1.75,0,0.0,0
2048,11-35-22,60,61.75,-1.75,0,0.0,0
2049,11-35-25,60,61.75,-1.75,0,0.0,0
2050,11-35-28,60,61.812,-1.8119999999999976,0,0.06199999999999761,0
2051,11-35-30,60,61.875,-1.875,0,0.06300000000000239,0
2052,11-35-33,60,61.875,-1.875,0,0.0,0
2053,11-35-36,60,61.812,-1.8119999999999976,0,-0.06300000000000239,0.98
2054,11-35-39,60,61.812,-1.8119999999999976,0,0.0,0
2055,11-35-42,60,61.75,-1.75,0,-0.06199999999999761,1
2056,11-35-45,60,61.812,-1.8119999999999976,0,0.06199999999999761,0
2057,11-35-48,60,61.875,-1.875,0,0.06300000000000239,0
2058,11-35-51,60,61.875,-1.875,0,0.0,0
2059,11-35-54,60,61.875,-1.875,0,0.0,0
2060,11-35-56,60,61.875,-1.875,0,0.0,0
2061,11-35-59,60,61.875,-1.875,0,0.0,0
2062,11-36-02,60,61.812,-1.8119999999999976,0,-0.06300000000000239,0.98
2063,11-36-05,60,61.75,-1.75,0,-0.06199999999999761,1
2064,11-36-08,60,61.75,-1.75,0,0.0,0
2065,11-36-11,60,61.75,-1.75,0,0.0,0
2066,11-36-14,60,61.75,-1.75,0,0.0,0
2067,11-36-17,60,61.75,-1.75,0,0.0,0
2068,11-36-19,60,61.75,-1.75,0,0.0,0
2069,11-36-22,60,61.75,-1.75,0,0.0,0
2070,11-36-25,60,61.75,-1.75,0,0.0,0
2071,11-36-28,60,61.75,-1.75,0,0.0,0
2072,11-36-30,60,61.75,-1.75,0,0.0,0
2073,11-36-33,60,61.75,-1.75,0,0.0,0
2074,11-36-36,60,61.75,-1.75,0,0.0,0
2075,11-36-38,60,61.687,-1.6869999999999976,0,-0.06300000000000239,1
2076,11-36-42,60,61.687,-1.6869999999999976,0,0.0,0
2077,11-36-45,60,61.687,-1.6869999999999976,0,0.0,0
2078,11-36-47,60,61.687,-1.6869999999999976,0,0.0,0
2079,11-36-50,60,61.687,-1.6869999999999976,0,0.0,0
2080,11-36-53,60,61.687,-1.6869999999999976,0,0.0,0
2081,11-36-55,60,61.687,-1.6869999999999976,0,0.0,0
2082,11-36-58,60,61.687,-1.6869999999999976,0,0.0,0
2083,11-37-01,60,61.687,-1.6869999999999976,0,0.0,0
2084,11-37-04,60,61.687,-1.6869999999999976,0,0.0,0
2085,11-37-06,60,61.687,-1.6869999999999976,0,0.0,0
2086,11-37-09,60,61.625,-1.625,0,-0.06199999999999761,1
2087,11-37-12,60,61.625,-1.625,0,0.0,0
2088,11-37-15,60,61.625,-1.625,0,0.0,0
2089,11-37-18,60,61.625,-1.625,0,0.0,0
2090,11-37-21,60,61.625,-1.625,0,0.0,0
2091,11-37-23,60,61.625,-1.625,0,0.0,0
2092,11-37-26,60,61.625,-1.625,0,0.0,0
2093,11-37-29,60,61.562,-1.5619999999999976,0,-0.06300000000000239,1
2094,11-37-32,60,61.562,-1.5619999999999976,0,0.0,0
2095,11-37-35,60,61.562,-1.5619999999999976,0,0.0,0
2096,11-37-38,60,61.562,-1.5619999999999976,0,0.0,0
2097,11-37-40,60,61.562,-1.5619999999999976,0,0.0,0
2098,11-37-43,60,61.562,-1.5619999999999976,0,0.0,0
2099,11-37-46,60,61.562,-1.5619999999999976,0,0.0,0
2100,11-37-49,60,61.5,-1.5,0,-0.06199999999999761,1
2101,11-37-52,60,61.562,-1.5619999999999976,0,0.06199999999999761,0
2102,11-37-55,60,61.562,-1.5619999999999976,0,0.0,0
2103,11-37-57,60,61.5,-1.5,0,-0.06199999999999761,1
2104,11-38-01,60,61.5,-1.5,0,0.0,0
2105,11-38-04,60,61.562,-1.5619999999999976,0,0.06199999999999761,0
2106,11-38-06,60,61.5,-1.5,0,-0.06199999999999761,1
2107,11-38-09,60,61.5,-1.5,0,0.0,0
2108,11-38-12,60,61.5,-1.5,0,0.0,0
2109,11-38-15,60,61.5,-1.5,0,0.0,0
2110,11-38-18,60,61.437,-1.4369999999999976,0,-0.06300000000000239,1
2111,11-38-21,60,61.437,-1.4369999999999976,0,0.0,0
2112,11-38-24,60,61.437,-1.4369999999999976,0,0.0,0
2113,11-38-27,60,61.437,-1.4369999999999976,0,0.0,0
2114,11-38-29,60,61.437,-1.4369999999999976,0,0.0,0
2115,11-38-32,60,61.437,-1.4369999999999976,0,0.0,0
