stepcount,actiontime,target_temp,current_temp,Pval,Ival,Dval,outcome
2199,11-42-51,60,60.312,-0.3119999999999976,0,-0.06300000000000239,1
2200,11-42-54,60,60.312,-0.3119999999999976,0,0.0,0
2201,11-42-57,60,60.312,-0.3119999999999976,0,0.0,0
2202,11-43-00,60,60.375,-0.375,0,0.06300000000000239,0
2203,11-43-03,60,60.437,-0.4369999999999976,0,0.06199999999999761,0
2204,11-43-05,60,60.375,-0.375,0,-0.06199999999999761,1
2205,11-43-08,60,60.437,-0.4369999999999976,0,0.06199999999999761,0
2206,11-43-12,60,60.437,-0.4369999999999976,0,0.0,0
2207,11-43-14,60,60.437,-0.4369999999999976,0,0.0,0
2208,11-43-17,60,60.437,-0.4369999999999976,0,0.0,0
2209,11-43-20,60,60.437,-0.4369999999999976,0,0.0,0
2210,11-43-22,60,60.5,-0.5,0,0.06300000000000239,0
2211,11-43-25,60,60.5,-0.5,0,0.0,0
2212,11-43-28,60,60.5,-0.5,0,0.0,0
2213,11-43-31,60,60.5,-0.5,0,0.0,0
2214,11-43-33,60,60.375,-0.375,0,-0.125,1
2215,11-43-36,60,60.375,-0.375,0,0.0,0
2216,11-43-39,60,60.437,-0.4369999999999976,0,0.06199999999999761,0
2217,11-43-42,60,60.437,-0.4369999999999976,0,0.0,0
2218,11-43-45,60,60.437,-0.4369999999999976,0,0.0,0
2219,11-43-48,60,60.375,-0.375,0,-0.06199999999999761,1
2220,11-43-50,60,60.312,-0.3119999999999976,0,-0.06300000000000239,1
2221,11-43-53,60,60.312,-0.3119999999999976,0,0.0,0
2222,11-43-56,60,60.312,-0.3119999999999976,0,0.0,0
2223,11-43-59,60,60.312,-0.3119999999999976,0,0.0,0
2224,11-44-02,60,60.312,-0.3119999999999976,0,0.0,0
2225,11-44-04,60,60.25,-0.25,0,-0.06199999999999761,1
2226,11-44-07,60,60.25,-0.25,0,0.0,0
2227,11-44-11,60,60.25,-0.25,0,0.0,0
2228,11-44-13,60,60.25,-0.25,0,0.0,0
2229,11-44-16,60,60.312,-0.3119999999999976,0,0.06199999999999761,0
2230,11-44-19,60,60.25,-0.25,0,-0.06199999999999761,1
2231,11-44-22,60,60.312,-0.3119999999999976,0,0.06199999999999761,0
2232,11-44-25,60,60.375,-0.375,0,0.06300000000000239,0
2233,11-44-28,60,60.375,-0.375,0,0.0,0
2234,11-44-30,60,60.312,-0.3119999999999976,0,-0.06300000000000239,1
2235,11-44-33,60,60.312,-0.3119999999999976,0,0.0,0
2236,11-44-36,60,60.5,-0.5,0,0.1880000000000024,0
2237,11-44-39,60,60.562,-0.5619999999999976,0,0.06199999999999761,0
2238,11-44-42,60,60.5,-0.5,0,-0.06199999999999761,0.95
2239,11-44-45,60,60.5,-0.5,0,0.0,0
2240,11-44-48,60,60.375,-0.375,0,-0.125,1
2241,11-44-51,60,60.375,-0.375,0,0.0,0
2242,11-44-54,60,60.375,-0.375,0,0.0,0
2243,11-44-57,60,60.375,-0.375,0,0.0,0
2244,11-44-59,60,60.375,-0.375,0,0.0,0
2245,11-45-02,60,60.312,-0.3119999999999976,0,-0.06300000000000239,1
2246,11-45-05,60,60.437,-0.4369999999999976,0,0.125,0
2247,11-45-08,60,60.562,-0.5619999999999976,0,0.125,0
2248,11-45-11,60,60.625,-0.625,0,0.06300000000000239,0
2249,11-45-14,60,60.625,-0.625,0,0.0,0
2250,11-45-16,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2251,11-45-20,60,60.5,-0.5,0,-0.06199999999999761,0.95
2252,11-45-23,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2253,11-45-26,60,60.437,-0.4369999999999976,0,0.0,0
