stepcount,actiontime,target_temp,current_temp,Pval,Ival,Dval,outcome
1753,11-20-54,60,62.75,-2.75,0,0.06300000000000239,0
1754,11-20-57,60,62.812,-2.8119999999999976,0,0.06199999999999761,0
1755,11-21-00,60,62.812,-2.8119999999999976,0,0.0,0
1756,11-21-03,60,62.75,-2.75,0,-0.06199999999999761,1
1757,11-21-06,60,62.875,-2.875,0,0.125,0
1758,11-21-09,60,62.875,-2.875,0,0.0,0
1759,11-21-11,60,62.812,-2.8119999999999976,0,-0.06300000000000239,1
1760,11-21-14,60,62.75,-2.75,0,-0.06199999999999761,1
1761,11-21-17,60,62.812,-2.8119999999999976,0,0.06199999999999761,0
1762,11-21-20,60,62.812,-2.8119999999999976,0,0.0,0
1763,11-21-23,60,62.812,-2.8119999999999976,0,0.0,0
1764,11-21-26,60,62.812,-2.8119999999999976,0,0.0,0
1765,11-21-29,60,62.812,-2.8119999999999976,0,0.0,0
1766,11-21-31,60,62.875,-2.875,0,0.06300000000000239,0
1767,11-21-46,60,62.875,-2.875,0,0.0,0
1768,11-21-49,60,62.875,-2.875,0,0.0,0
1769,11-21-52,60,62.937,-2.9369999999999976,0,0.06199999999999761,0
1770,11-21-54,60,62.937,-2.9369999999999976,0,0.0,0
1771,11-21-57,60,63.0,-3.0,0,0.06300000000000239,0
1772,11-22-00,60,63.0,-3.0,0,0.0,0
1773,11-22-02,60,63.0,-3.0,0,0.0,0
1774,11-22-05,60,63.0,-3.0,0,0.0,0
1775,11-22-08,60,62.937,-2.9369999999999976,0,-0.06300000000000239,1
1776,11-22-11,60,62.937,-2.9369999999999976,0,0.0,0
1777,11-22-14,60,63.0,-3.0,0,0.06300000000000239,0
1778,11-22-17,60,63.0,-3.0,0,0.0,0
1779,11-22-19,60,62.937,-2.9369999999999976,0,-0.06300000000000239,1
1780,11-22-22,60,62.875,-2.875,0,-0.06199999999999761,1
1781,11-22-25,60,62.937,-2.9369999999999976,0,0.06199999999999761,0
1782,11-22-28,60,63.0,-3.0,0,0.06300000000000239,0
1783,11-22-31,60,63.0,-3.0,0,0.0,0
1784,11-22-34,60,63.0,-3.0,0,0.0,0
1785,11-22-37,60,63.062,-3.0619999999999976,0,0.06199999999999761,0
1786,11-22-39,60,63.125,-3.125,0,0.06300000000000239,0
1787,11-22-42,60,63.125,-3.125,0,0.0,0
1788,11-22-45,60,63.062,-3.0619999999999976,0,-0.06300000000000239,1
1789,11-22-48,60,63.0,-3.0,0,-0.06199999999999761,1
1790,11-22-50,60,63.0,-3.0,0,0.0,0
1791,11-22-54,60,63.062,-3.0619999999999976,0,0.06199999999999761,0
1792,11-22-56,60,63.0,-3.0,0,-0.06199999999999761,1
1793,11-22-59,60,62.937,-2.9369999999999976,0,-0.06300000000000239,1
1794,11-23-02,60,62.937,-2.9369999999999976,0,0.0,0
1795,11-23-05,60,63.0,-3.0,0,0.06300000000000239,0
1796,11-23-08,60,63.062,-3.0619999999999976,0,0.06199999999999761,0
1797,11-23-11,60,63.062,-3.0619999999999976,0,0.0,0
1798,11-23-13,60,63.062,-3.0619999999999976,0,0.0,0
1799,11-23-16,60,63.062,-3.0619999999999976,0,0.0,0
1800,11-23-19,60,63.125,-3.125,0,0.06300000000000239,0
1801,11-23-21,60,63.0,-3.0,0,-0.125,1
1802,11-23-24,60,63.0,-3.0,0,0.0,0
1803,11-23-28,60,62.937,-2.9369999999999976,0,-0.06300000000000239,1
1804,11-23-31,60,62.937,-2.9369999999999976,0,0.0,0
